Unnamed: 0,verse,predicted_labels,predicted_scores
32," The conviction which always holds fast to rituals, to self-interest and wealth, for the sake of what they may bring forth that comes from Passion. ","devotion, hope, anticipation","0.785653829574585, 0.5399085879325867, 0.5117790102958679"
33," And that which clings perversely to false idealism, fear, grief, despair and vanity is the product of Ignorance. ","fear, grief, sadness","0.9759616851806641, 0.9474056959152222, 0.821444571018219"
34," Hear further the three kinds of pleasure. That which increases day after day delivers one from misery, ",joy,0.538189054
35," Which at first seems like poison but afterwards acts like nectar â that pleasure is Pure, for it is born of Wisdom. ",surprise,0.795253694
36," That which as first is like nectar, because the senses revel in their objects, but in the end acts like poison,that pleasure arises from Passion. ",love,0.534703851
37," While the pleasure which from first to last merely drugs the senses, which springs from indolence, lethargy and folly , that pleasure flows from Ignorance. ",detachment,0.647342205
38," There is nothing anywhere on earth or in the higher worlds which is free from the three Qualities ,for they are born of Nature. ",Neutral,
39,"The duties of spiritual teachers, the soldiers, the traders and the servants have all been fixed according to the dominant Quality in their nature. ",devotion,0.518805563
40," Serenity, self-restraint, austerity, purity, forgiveness, as well as uprightness, knowledge, wisdom and faith in God , these constitute the duty of a spiritual Teacher. ","peace, detachment","0.9445529580116272, 0.8680773377418518"
41," Valour, glory, firmness, skill, generosity, steadiness in battle and ability to rule , these constitute the duty of a soldier. They flow from his own nature. ",Neutral,
42," Agriculture, protection of the cow and trade are the duty of a trader, again in accordance with his nature. The duty of a servant is to serve, and that too agrees with his nature. ",Neutral,
43, Perfection is attained when each attends diligently to his duty. Listen and I will tell you how it is attained by him who always minds his own duty. ,"devotion, hope","0.893519937992096, 0.5401030778884888"
44," Man reaches perfection by dedicating his actions to God, Who is the source of all being, and fills everything. ","devotion, peace, hope","0.9792831540107727, 0.627755880355835, 0.5782685875892639"
45," It is better to do one's own duty, however defective it may be, than to follow the duty of another, however well one may perform it. He who does his duty as his own nature reveals it, never sins. ","peace, hope, devotion, detachment","0.8614336848258972, 0.8247938752174377, 0.7415235638618469, 0.720582127571106"
46," The duty that of itself falls to one's lot should not be abandoned, though it may have its defects. All acts are marred by defects, as fire is obscured by smoke. ",Neutral,
47," He whose mind is entirely detached, who has conquered himself, whose desires have vanished, by his renunciation reaches that stage of perfect freedom where action completes itself and leaves no seed. ","detachment, peace, awe","0.9864450693130493, 0.8969127535820007, 0.5640995502471924"
48," I will now state briefly how he, who has reached perfection, finds the Eternal Spirit, the state of Supreme Wisdom. ",awe,0.500812709
49," Guided always by pure reason, bravely restraining himself, renouncing the objects of sense and giving up attachment and hatred; ","detachment, peace, awe, devotion, hope","0.9917368292808533, 0.8834265470504761, 0.7202140092849731, 0.6270437836647034, 0.6124391555786133"
50," Enjoying solitude, abstemiousness, his body, mind and speech under perfect control, absorbed in meditation, he becomes free always filled with the spirit of renunciation. ","detachment, peace, devotion, awe, hope","0.9867180585861206, 0.9805833697319031, 0.9134247303009033, 0.8295373320579529, 0.5453469753265381"
51," Having abandoned selfishness, power, arrogance, anger and desire, possessing nothing of his own and having attained peace, he is fit to join the Eternal Spirit. ","peace, detachment, awe, hope","0.9895249605178833, 0.9600753784179688, 0.647735595703125, 0.576526403427124"
52," And when he becomes one with the Eternal, and his soul knows the bliss that belongs to the Self, he feels no desire and no regret, he regards all beings equally and enjoys the blessing of supreme devotion to Me. ","devotion, peace, trust, love, joy, compassion, detachment","0.957029402256012, 0.9554731845855713, 0.7380742430686951, 0.6574269533157349, 0.617988646030426, 0.5928525328636169, 0.5640538930892944"
53," By such devotion, he sees Me, who I am and what I am; and thus realising the Truth, he enters My Kingdom. ","devotion, hope, love, trust","0.9892022013664246, 0.8690208196640015, 0.8595121502876282, 0.8485608696937561"
54," Relying on Me in all his action and doing them for My sake, he attains, by My Grace, Eternal and Unchangeable Life. ","trust, devotion, peace, hope, love, awe, compassion","0.9892158508300781, 0.9814354777336121, 0.9714304804801941, 0.8959580063819885, 0.700133740901947, 0.6447874903678894, 0.6352377533912659"
55," Surrender then your actions unto Me, live in Me, concentrate yours intellect on Me, and think always of Me. ","devotion, trust, peace, detachment, hope, love, compassion, awe","0.9770365953445435, 0.9727340936660767, 0.9583511352539062, 0.943963885307312, 0.8226491808891296, 0.8108841180801392, 0.7485904097557068, 0.6022979021072388"
56," Fix but your mind on Me, and by My grace you shall overcome the obstacles in your path. But if, misled by pride, you will not listen, then indeed you shall be lost. ","hope, trust, devotion, peace, compassion","0.9390743970870972, 0.8501282334327698, 0.8104772567749023, 0.6242594122886658, 0.5151461362838745"
57," If you in your vanity think of avoiding this fight, your will shall not be fulfilled, for Nature herself will compel you. ",awe,0.546236038
58," O Arjuna! Your duty binds you. From yours own nature has it arisen, and that which in your delusion you desire not to do, that very thing you shall do. You are helpless. ",Neutral,
59," God dwells in the hearts of all beings, O Arjuna! He causes them to revolve as it were on a wheel by His mystic power. ","awe, devotion, hope, trust, compassion","0.9113320112228394, 0.8876528143882751, 0.7879188060760498, 0.7647440433502197, 0.5178340077400208"
60," With all your strength, fly unto Him and surrender yourself, and by His grace shall you attain Supreme Peace and reach the Eternal Home. ","hope, devotion, trust, peace, detachment, love, awe, compassion","0.9731840491294861, 0.9526200890541077, 0.9471196532249451, 0.9274112582206726, 0.8436068296432495, 0.7765881419181824, 0.7190597057342529, 0.6397082209587097"
61," Thus have I revealed to you the Truth, the Mystery of mysteries. Having thought it over, you are free to act as you will. ",Neutral,
62," Only listen once more to My last word, the deepest secret of all; you are My beloved, you are My friend, and I speak for your welfare. ","love, trust, devotion, compassion, hope, peace","0.9835004806518555, 0.961172878742218, 0.9548708200454712, 0.9003150463104248, 0.7436100244522095, 0.6848137974739075"
63," Dedicate yourself to Me, worship Me, sacrifice all for Me, prostrate yourself before Me, and to Me you shall surely come. Truly do I pledge you; you are My own beloved. ","devotion, love, trust, hope, peace, awe, compassion, anticipation","0.9955966472625732, 0.9872414469718933, 0.9576383233070374, 0.9560302495956421, 0.8457770347595215, 0.8085070252418518, 0.7903460264205933, 0.6213953495025635"
64," Give up then your earthly duties, surrender yourself to Me only. Do not be anxious; I will absolve you from all your sin. ","detachment, devotion, trust, peace, hope, compassion, love, awe","0.972574770450592, 0.9538456797599792, 0.9503297805786133, 0.9431772828102112, 0.9193709492683411, 0.8936638236045837, 0.8634934425354004, 0.5480778813362122"
65," Speak not this to one who has not practised austerities, or to him who does not love, or who will not listen, or who mocks. ",detachment,0.752902448
66," But he who teaches this great secret to My devotees, his is the highest devotion, and verily he shall come unto Me. ","devotion, hope, awe, trust, compassion, love","0.9968208074569702, 0.8856767416000366, 0.848503589630127, 0.7707543969154358, 0.6178038120269775, 0.5713415145874023"
67," Nor is there among men any who can perform a service dearer to Me than this, or any man on earth more beloved by Me than he. ","devotion, love, trust, awe, compassion, peace","0.9749065041542053, 0.9398243427276611, 0.768640398979187, 0.7593657970428467, 0.6303331255912781, 0.5242908000946045"
68," He who will study this spiritual discourse of ours, I assure you, he shall thereby worship Me at the altar of Wisdom. ","devotion, hope, trust, awe","0.9754244089126587, 0.8611236810684204, 0.7672163248062134, 0.6100006103515625"
69," Yea, he who listens to it with faith and without doubt, even he, freed from evil, shall rise to the worlds which the virtuous attain through righteous deeds. ","hope, trust, devotion, peace","0.9863215684890747, 0.9820418357849121, 0.9616534113883972, 0.5611578226089478"
70,Have you listened attentively to My words? Has your ignorance and your delusion gone? ,trust,0.527932346
71," My Lord! O Immutable One! My delusion has fled. By Your Grace, O Changeless One, the light has dawned. My doubts are gone, and I stand before You ready to do Your will.","hope, trust, devotion, peace, awe, joy, surprise, love, compassion","0.9880101084709167, 0.9490872025489807, 0.9124487638473511, 0.863398551940918, 0.8451299071311951, 0.7738385796546936, 0.6551941633224487, 0.6401861906051636, 0.5567938089370728"
72,"Thus have I heard this rare, wonderful and soul-stirring discourse of the Lord Shri Krishna and the great-souled Arjuna. ","awe, devotion","0.9750306606292725, 0.8454158902168274"
73," Through the blessing of the sage Vyasa, I listened to this secret and noble science from the lips of its Master, the Lord Shri Krishna. ","devotion, awe, hope","0.8900377750396729, 0.8000129461288452, 0.6537615656852722"
